fdc_id,alimento,energía_kcal,proteína_g,grasa_lípida_total_g,carbohidratos_por_diferencia_g,fibra_total_dietaria_g,azúcares_total_incluido_nlea_g,calcio_ca_mg,hierro_fe_mg,magnesio_mg_mg,fósforo_p_mg,potasio_k_mg,sodio_na_mg,zinc_zn_mg,cobre_cu_mg,manganeso_mn_mg,selenio_se_ug,yodo_i_ug,cromo_cr_ug,molibdeno_mo_ug,cloruro_cl_mg,fluoruro_f_ug,vitamina_a_rae_ug,vitamina_c_total_ácido_ascórbico_mg,vitamina_d_d2_plus_d3_ug,vitamina_e_alfa_tocoferol_mg,vitamina_k_filoquinona_ug,tiamina_mg,mg_riboflavina,niacina_mg,ácido_pantoténico_mg,vitamina_b_6_mg,folato_total_ug,vitamina_b_12_ug,colina_total_mg,biotina_ug,vitamina_a_iu_iu
171213,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, raw",182,18.99,11.64,0.36,0,,11,2.38,20,178,315,76,7.4,0.075,0.014,21.2,,,,,,4,0,0.1,0.14,1.5,0.08,0.191,3.252,0.786,0.399,3,3.03,69.8,,13
171214,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, raw",189,18.85,12.4,0.53,0,,11,2.37,20,177,312,75,7.32,0.075,0.014,21.5,,,,,,4,0,0.1,0.15,1.5,0.08,0.195,3.316,0.853,0.402,3,2.9,69.3,,13
171220,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",131,21.19,5.18,0,0,,11,2.5,26,229,347,82,8,0.089,0.013,24.1,,,,,,3,0,0.1,0.19,1.5,0.08,0.215,3.513,0.814,0.407,3,3.19,75,,11
171221,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",122,21.05,4.2,0,0,,11,2.25,24,215,341,76,7.85,0.083,0.012,24.9,,,,,,3,0,0.1,0.2,1.5,0.08,0.217,3.72,0.902,0.445,3,2.99,80.1,,11
171231,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",223,18.86,16.35,0,0,,14,2.1,19,179,329,66,7.26,0.064,0.009,19.8,,,,,,4,0,0.1,0.15,1.5,0.074,0.144,4.351,0.649,0.362,3,2.7,63.3,,14
171234,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",166,21.22,9.04,0,0,,9,1.96,21,152,275,64,4.89,0.073,0.073,21.1,,,,,,2,0,0.1,0.15,1.5,0.1,0.269,5.08,0.54,0.488,3,1.94,50.5,,7
171235,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",173,20.93,9.97,0,0,,9,1.95,22,156,270,65,4.77,0.073,0.073,21.5,,,,,,2,0,0.1,0.16,1.5,0.1,0.278,4.907,0.52,0.467,3,1.93,51.5,,7
171240,"Cheese, gjetost",466,9.65,29.51,42.65,0,,400,0.52,70,444,1409,600,1.14,0.08,0.04,14.5,,,,,,334,0,,,,0.315,1.382,0.813,3.351,0.271,5,2.42,,,1113
171241,"Cheese, gouda",356,24.94,27.44,2.22,0,,700,0.24,29,546,121,819,3.9,0.036,0.011,14.5,,,,,,165,0,0.5,0.24,2.3,0.03,0.334,0.063,0.34,0.08,21,1.54,15.4,,563
171242,"Cheese, gruyere",413,29.81,32.34,0.36,0,,1011,0.17,36,605,81,714,3.9,0.032,0.017,14.5,,,,,,271,0,0.6,0.28,2.7,0.06,0.279,0.106,0.562,0.081,10,1.6,15.4,,948
171244,"Cheese, mozzarella, low moisture, part-skim",295,23.75,19.78,5.58,0,,697,0.22,27,548,188,666,3.62,0.033,0.039,27.6,,,,,,227,0,0.4,0.5,1.3,0.024,0.353,0.111,0.429,0.1,27,1.68,14.2,,829
171245,"Cheese, muenster",368,23.41,30.04,1.12,0,,717,0.41,27,468,134,628,2.81,0.031,0.008,14.5,,,,,,298,0,0.6,0.26,2.5,0.013,0.32,0.103,0.19,0.056,12,1.47,15.4,,1012
171246,"Cheese, neufchatel",253,9.15,22.78,3.59,0,,117,0.13,10,138,152,334,0.82,0.027,0.011,3,,,,,,241,0,,0.4,1.7,0.022,0.155,0.21,0.575,0.041,14,0.3,,,841
171247,"Cheese, parmesan, grated",420,28.42,27.84,13.91,0,,853,0.49,34,627,180,1804,4.2,0.04,0.071,34.4,,,,,,262,0,0.5,0.53,1.7,0.026,0.358,0.08,0.45,0.081,6,1.4,14.1,,974
171248,"Cheese, ricotta, part skim milk",138,11.39,7.91,5.14,0,,272,0.44,15,183,125,99,1.34,0.034,0.01,16.7,,,,,,107,0,0.1,0.07,0.7,0.021,0.185,0.078,0.242,0.02,13,0.29,16.3,,384
171249,"Cheese, romano",387,31.8,26.94,3.63,0,,1064,0.77,41,760,86,1433,2.58,0.03,0.02,14.5,,,,,,96,0,0.5,0.23,2.2,0.037,0.37,0.077,0.424,0.085,7,1.12,15.4,,415
171250,"Cheese, roquefort",369,21.54,30.64,2,0,,662,0.56,30,392,91,1809,2.08,0.034,0.03,14.5,,,,,,294,0,,,,0.04,0.586,0.734,1.731,0.124,49,0.64,,,1047
171251,"Cheese, swiss",393,26.96,30.99,1.44,0,,890,0.13,33,574,72,187,4.37,0.047,0.026,30,,,,,,288,0,0,0.6,1.4,0.011,0.302,0.064,0.353,0.071,10,3.06,13.8,,1047
171252,"Cheese food, pasteurized process, American, vitamin D fortified",330,16.86,25.63,8.56,0,,682,0.26,27,438,255,1284,2.31,0.034,0.025,19.6,,,,,35,201,0,2.5,0.63,3.4,0.035,0.36,0.155,0.855,0.102,7,1.33,36.2,,761
171253,"Cheese food, pasteurized process, swiss",323,21.92,24.14,4.5,0,,723,0.6,28,526,284,1552,3.55,0.03,0.01,16.1,,,,,,237,0,,,,0.014,0.4,0.104,0.5,0.035,6,2.3,,,856
171254,"Cheese spread, pasteurized process, American",290,16.41,21.23,8.73,0,,562,0.33,29,875,242,1625,2.59,0.033,0.02,11.3,,,,,35,173,0,0.4,0.19,1.8,0.048,0.431,0.131,0.686,0.117,7,0.4,36.2,,653
171255,"Cream, fluid, half and half",131,3.13,11.5,4.3,0,,107,0.05,10,95,132,61,0.39,0.009,0.005,3.2,,,,,3,97,0.9,0,0.25,1.3,0.03,0.194,0.109,0.539,0.05,3,0.19,18.7,,354
171256,"Cream, sour, reduced fat, cultured",135,2.94,12,4.26,0,,104,0.07,10,95,129,89,0.5,0.016,0.003,2.1,,,,,,102,0.9,0.2,0.34,0.6,0.035,0.149,0.067,0.363,0.016,11,0.3,19.2,,372
171257,"Cream, sour, cultured",198,2.44,19.35,4.63,0,,101,0.07,10,76,125,31,0.33,0.018,0.015,3.7,,,,,,124,0.9,0,0.38,1.5,0.02,0.168,0.093,0.472,0.041,6,0.21,19.2,,447
171258,Eggnog,88,4.55,4.19,8.05,0,,130,0.2,19,109,165,54,0.46,0.013,0.005,4.2,,,,,0.2,59,1.5,1.2,0.21,0.3,0.034,0.19,0.105,0.417,0.05,1,0.45,52.2,,206
171260,"Yogurt, Greek, 2%fat, coconut blend, CHOBANI",92,8.11,1.71,11.04,0.5,,93,0.03,,,,33,,,,,,,,,,19,0.6,,,,,,,,,,,,,62
171266,"Milk, producer, fluid, 3.7% milkfat",64,3.28,3.66,4.65,0,,119,0.05,13,93,151,49,0.38,0.01,0.004,2,,,,,,33,1.5,,,,0.038,0.161,0.084,0.313,0.042,5,0.36,,,138
171273,"Milk, dry, nonfat, calcium reduced",354,35.5,0.2,51.8,0,,280,0.32,60,1011,680,2280,4.03,0.016,0.008,27.3,,,,,,2,6.7,,,,0.163,1.642,0.665,3.312,0.298,50,3.98,,,8
171274,"Milk, buttermilk, dried",387,34.3,5.78,49,0,,1184,0.3,110,933,1592,517,4.02,0.111,0.023,20.3,,,,,,49,5.7,0.5,0.1,0.4,0.392,1.579,0.876,3.17,0.338,47,3.82,118.7,,175
171279,"Milk, human, mature, fluid",70,1.03,4.38,6.89,0,,32,0.03,3,14,51,17,0.17,0.052,0.026,1.8,,,,,,61,5,0.1,0.08,0.3,0.014,0.036,0.177,0.223,0.011,5,0.05,16,,212
171280,"Milk, indian buffalo, fluid",97,3.75,6.89,5.18,0,,169,0.12,31,117,178,52,0.22,0.046,0.018,,,,,,,53,2.3,,,,0.052,0.135,0.091,0.192,0.023,6,0.36,,,178
171281,"Whey, acid, dried",339,11.73,0.54,73.45,0,,2054,1.24,199,1349,2289,968,6.31,0.05,0.015,27.3,,,,,,17,0.9,0,0,0,0.622,2.06,1.16,5.632,0.62,33,2.5,225,,59
171282,"Whey, sweet, fluid",27,0.85,0.36,5.14,0,,47,0.06,8,46,161,54,0.13,0.004,0.001,1.9,,,,,,3,0.1,,0,0,0.036,0.158,0.074,0.383,0.031,1,0.28,16,,12
171283,"Whey, sweet, dried",353,12.93,1.07,74.46,0,,796,0.88,176,932,2080,1079,1.97,0.07,0.009,27.2,,,,,,8,1.5,0,0.02,0.1,0.519,2.208,1.258,5.62,0.584,12,2.37,225,,30
171284,"Yogurt, plain, whole milk",61,3.47,3.25,4.66,0,,121,0.05,12,95,155,46,0.59,0.009,0.004,2.2,,,,,12,27,0.5,0.1,0.06,0.2,0.029,0.142,0.075,0.389,0.032,7,0.37,15.2,,99
171285,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",102,4.37,1.08,19.05,0,,152,0.07,15,119,195,58,0.74,0.08,0.065,3.1,,,,,9,10,0.7,0,0.02,0.1,0.037,0.178,0.095,0.489,0.04,9,0.47,14,,36
171286,"Yogurt, fruit, low fat, 11g protein/8 oz",105,4.86,1.41,18.6,0,,169,0.07,16,133,216,65,0.82,0.08,0.065,3.1,,,,,9,,0.7,,,,0.041,0.198,0.105,0.544,0.045,10,0.52,,,60
171287,"Egg, whole, raw, fresh",143,12.56,9.51,0.72,0,,56,1.75,12,198,138,142,1.29,0.072,0.028,30.7,,,,,1.1,160,0,2,1.05,0.3,0.04,0.457,0.075,1.533,0.17,47,0.89,293.8,,540
171288,"Cheese, Mexican blend",384,23.54,32.14,0.13,0,,659,0.59,25,438,85,607,3.01,0.025,0.022,15,,,,,8.7,174,0,0.5,0.25,2.5,0.023,0.318,0.114,0.249,0.061,13,1.23,15.7,,659
171289,"Cheese product, pasteurized process, American, vitamin D fortified",307,16.09,23.06,8.85,0,,1375,0.95,34,768,295,1279,2.21,0.027,0.061,16.2,,,,,,270,0,6.5,0.84,3.1,0.04,0.425,0.17,0.463,0.124,18,1.52,35.8,,1261
171290,"Cheese, pasteurized process, American, without added vitamin D",371,18.13,31.79,3.7,0,,1045,0.63,26,641,132,1671,2.49,0.046,0.041,20.2,,,,,35,250,0,0.6,0.8,2.6,0.015,0.234,0.076,0.403,0.054,8,1.5,36.2,,945
171291,"Cheese food, pasteurized process, American, without added vitamin D",330,16.86,25.63,8.56,0,,682,0.26,27,438,255,1441,2.31,0.034,0.025,19.6,,,,,35,240,0,2.5,0.63,2.6,0.035,0.36,0.155,0.855,0.102,7,1.33,29.9,,890
171292,"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)",316,27.35,20.41,2.67,0,,761,0.12,27,520,63,628,4.44,0.043,0.031,35.8,,,,,,145,0,0.3,0.48,1.5,0.021,0.397,0.145,0.389,0.084,20,1.41,15.4,,522
171295,"Cheese, cheddar, nonfat or fat free",157,32.14,0,7.14,0,,893,0,16,484,66,1000,1.82,0.021,,14.5,,,,,,60,0,0.1,0.06,0.6,0.012,0.221,0.051,,0.045,11,0.49,15.4,,207
171296,"Yogurt, Greek, nonfat, vanilla, CHOBANI",71,9.07,0.22,8.09,0.3,,106,0.05,11,126,130,36,0.49,0.019,0.008,10.6,,,,,,,,,,,0.028,0.233,0.217,0.39,0.053,,0.7,,,
171297,"Yogurt, Greek, strawberry, DANNON OIKOS",106,8.25,2.92,11.67,1,,86,0.07,10,110,131,34,0.39,0.018,0.034,9.5,,,,,,1,,0,,,0.036,0.227,0.21,0.39,0.05,,0.56,,,13
171298,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS",85,8.12,0.14,12.72,0.5,,89,0.04,10,112,115,32,0.4,0.017,0.009,8.2,,,,,,,,0.9,,,0.033,0.26,0.187,0.375,0.047,,0.66,,,
171299,"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS",84,8.03,0.22,12.53,0.4,,94,0.06,11,114,145,33,0.45,0.017,0.029,8.9,,,,,,,0.2,1,,,0.033,0.217,0.22,0.385,0.051,20,0.59,,,
171300,"Yogurt, Greek, strawberry, lowfat",105,8.17,2.57,12.29,1,,88,0.07,10,109,129,33,0.41,0.019,0.036,9.6,,,,,,31,0.7,0,0.02,0,0.037,0.235,0.205,0.394,0.049,9,0.5,14,,111
171301,"Kefir, lowfat, strawberry, LIFEWAY",62,3.39,0.9,10.2,0,,119,0.04,11,96,154,37,0.44,0.009,0.005,3.6,,,,,,178,1.5,1.1,0.06,1.2,0.03,0.21,0.105,0.38,0.06,22,0.31,15.2,,599
171304,"Yogurt, Greek, plain, whole milk",97,9,5,3.98,0,,100,0,11,135,141,35,0.52,0.017,0.009,9.7,,,,,,2,0,0,0.01,0,0.023,0.278,0.208,0.331,0.063,5,0.75,15.1,,15
171308,"Cream, half and half, lowfat",72,3.33,5,3.33,0,,133,0,10,95,132,50,0.39,0.009,,3.2,,,,,,47,0,0,0.12,0.6,0.03,0.194,0.109,,0.05,3,0.19,18.7,,170
171309,"Yogurt, Greek, whole, plain, CHOBANI",82,8.24,4.01,3.24,0.8,,111,0.03,,,,35,,,,,,,,,,58,0.6,,,,,,,,,,,,,194
171310,"Yogurt, Greek, nonfat, lemon blend, CHOBANI",78,8.62,0.15,10.66,0.5,,96,0.03,,,,44,,,,,,,,,,0,0,,,,,,,,,,,,,0
171311,"Yogurt, Greek, nonfat, peach, CHOBANI",80,7.76,0.11,11.9,0.7,,89,0.03,,,,32,,,,,,,,,,54,10.7,,,,,,,,,,,,,206
171312,"Yogurt, Greek, nonfat, plain, CHOBANI",54,9.53,0.24,3.43,0.2,,112,0.03,,,,37,,,,,,,,,,0,0.3,,,,,,,,,,,,,0
171313,"Yogurt, Greek, nonfat, raspberry, CHOBANI",81,7.65,0.22,11.98,0.5,,98,0.03,,,,30,,,,,,,,,,0,0.6,,,,,,,,,,,,,0
171314,"Butter, Clarified butter (ghee)",900,0,100,0,0,,0,0,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,4000
171315,"Spices, allspice, ground",263,6.09,8.69,72.12,21.6,,661,7.06,135,113,1044,77,1.01,0.553,2.943,2.7,,,,,,27,39.2,0,,,0.101,0.063,2.86,,0.21,36,0,,,540
171316,"Spices, anise seed",337,17.6,15.9,50.02,14.6,,646,36.96,170,440,1441,16,5.3,0.91,2.3,5,,,,,,16,21,0,,,0.34,0.29,3.06,0.797,0.65,10,0,,,311
171317,"Spices, basil, dried",233,22.98,4.07,47.75,37.7,,2240,89.8,711,274,2630,76,7.1,2.1,9.8,3,,,,,,37,0.8,0,10.7,1714.5,0.08,1.2,4.9,0.838,1.34,310,0,54.9,,744
171318,"Spices, chervil, dried",237,23.2,3.9,49.1,11.3,,1346,31.95,130,450,4740,83,8.8,0.44,2.1,29.3,,,,,,293,50,0,,,0.38,0.68,5.4,,0.93,274,0,,,5850
171319,"Spices, chili powder",282,13.46,14.28,49.7,34.8,,330,17.3,149,300,1950,2867,4.3,1,1.7,20.4,,,,,,1483,0.7,0,38.14,105.7,0.25,0.94,11.6,0.888,2.094,28,0,66.5,,29650
171320,"Spices, cinnamon, ground",247,3.99,1.24,80.59,53.1,,1002,8.32,60,64,431,10,1.83,0.339,17.466,3.1,,,,,,15,3.8,0,2.32,31.2,0.022,0.041,1.332,0.358,0.158,6,0,11,,295
171321,"Spices, cloves, ground",274,5.97,13,65.53,33.9,,632,11.83,259,104,1020,277,2.32,0.368,60.127,7.2,,,,,,8,0.2,0,8.82,141.8,0.158,0.22,1.56,0.509,0.391,25,0,37.4,,160
171322,"Spices, dill weed, dried",253,19.96,4.36,55.82,13.6,,1784,48.78,451,543,3308,208,3.3,0.49,3.95,,,,,,,293,50,0,,,0.418,0.284,2.807,,1.71,,0,,,5850
171323,"Spices, fennel seed",345,15.8,14.87,52.29,39.8,,1196,18.54,385,487,1694,88,3.7,1.067,6.533,,,,,,,7,21,0,,,0.408,0.353,6.05,,0.47,,0,,,135
171324,"Spices, fenugreek seed",323,23,6.41,58.35,24.6,,176,33.53,191,296,770,67,2.5,1.11,1.228,6.3,,,,,,3,3,0,,,0.322,0.366,1.64,,0.6,57,0,,,60
171325,"Spices, garlic powder",331,16.55,0.73,72.73,9,,79,5.65,77,414,1193,60,2.99,0.533,0.979,23.9,,,,,,0,1.2,0,0.67,0.4,0.435,0.141,0.796,0.743,1.654,47,0,67.5,,0
171326,"Spices, nutmeg, ground",525,5.84,36.31,49.29,20.8,,184,3.04,183,213,350,16,2.15,1.027,2.9,1.6,,,,,,5,3,0,0,0,0.346,0.057,1.299,,0.16,76,0,8.8,,102
171327,"Spices, onion powder",341,10.41,1.04,79.12,15.2,,384,3.9,113,322,985,73,4.05,0.59,1.3,14.3,,,,,,0,23.4,0,0.27,4.1,0.457,0.08,0.321,0.732,0.718,64,0,39,,0
171328,"Spices, oregano, dried",265,9,4.28,68.92,42.5,,1597,36.8,270,148,1260,25,2.69,0.633,4.99,4.5,,,,,,85,2.3,0,18.26,621.7,0.177,0.528,4.64,0.921,1.044,237,0,32.3,,1701
171329,"Spices, paprika",282,14.14,12.89,53.99,34.9,,229,21.14,178,314,2280,68,4.33,0.713,1.59,6.3,,,,,,2463,0.9,0,29.1,80.3,0.33,1.23,10.06,2.51,2.141,49,0,51.5,,49254
171330,"Spices, poppy seed",525,17.99,41.56,28.13,19.5,,1438,9.76,347,870,719,26,7.9,1.627,6.707,13.5,,,,,,0,1,0,1.77,0,0.854,0.1,0.896,0.324,0.247,82,0,8.8,,0
171331,"Spices, poultry seasoning",307,9.59,7.53,65.59,11.3,,996,35.3,224,171,684,27,3.14,0.843,6.857,7.2,,,,,,132,12,0,1.32,805.4,0.264,0.191,2.97,,1.32,138,0,30.3,,2632
171332,"Spices, pumpkin pie spice",342,5.76,12.6,69.28,14.8,,682,19.71,136,118,663,52,2.37,0.484,15.844,9.3,,,,,,13,23.4,0,1.93,28.4,0.131,0.137,2.243,,0.4,24,0,20.8,,261
171333,"Spices, rosemary, dried",331,4.88,15.22,64.06,42.6,,1280,29.25,220,70,955,50,3.23,0.55,1.867,4.6,,,,,,156,61.2,0,,,0.514,0.428,1,,1.74,307,0,,,3128
171372,Zwieback,426,10.1,9.7,74.2,2.5,,20,0.6,14,55,305,227,0.54,0.145,,28.7,,,,,0.1,16,5.3,0,2.44,0.9,0.208,0.239,1.319,0.537,0.082,87,0,10.7,,58
171390,"Infant formula, MEAD JOHNSON, ENFAMIL, Enfagrow, Soy, Toddler ready-to-feed",65,2.17,2.89,7.64,0,,128,1.31,7,85,79,24,0.79,0.049,0.033,1.8,,,,,,60,7.9,1,0.59,5.3,0.053,0.059,0.657,0.328,0.039,11,0.2,15.8,,199
171391,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN AA, ready-to-feed",66,1.84,3.48,6.76,0,,62,1.18,7,34,72,31,0.66,0.049,0.039,1.8,,,,,,59,7.9,0.8,0.59,5.3,0.053,0.059,0.657,0.328,0.039,11,0.2,15.8,,197
171394,"Infant formula, GERBER, GOOD START 2, PROTECT PLUS, ready-to-feed",66,1.44,3.37,7.39,0,,44,0.98,5,25,71,18,0.52,0.08,0.01,3,,,,,,60,10,1,0.59,5.2,0.066,0.092,0.689,0.295,0.049,10,0,15.7,,199
171400,"Fat, beef tallow",902,0,100,0,0,,0,0,0,0,0,0,0,0,,0.2,,,,,,0,0,0.7,2.7,0,0,0,0,0,0,0,0,79.8,,0
171401,Lard,902,0,100,0,0,,0,0,0,0,0,0,0.11,0,0,0.2,,,,,,0,0,2.5,0.6,0,0,0,0,0,0,0,0,49.7,,0
171410,"Oil, peanut, salad or cooking",884,0,100,0,0,,0,0.03,0,0,0,0,0.01,0,,0,,,,,,0,0,0,15.69,0.7,0,0,0,0,0,0,0,0.1,,0
171411,"Oil, soybean, salad or cooking",884,0,100,0,0,,0,0.05,0,0,0,0,0.01,0,0,0,,,,,,0,0,0,8.18,183.9,0,0,0,0,0,0,0,0.2,,0
171412,"Oil, coconut",892,0,99.06,0,0,,1,0.05,0,0,0,0,0.02,0,0,0,,,,,,0,0,0,0.11,0.6,0,0,0,0,0,0,0,0.3,,0
171413,"Oil, olive, salad or cooking",884,0,100,0,0,,1,0.56,0,0,1,2,0,0,0,0,,,,,,0,0,0,14.35,60.2,0,0,0,0,0,0,0,0.3,,0
171415,"Margarine,spread, 35-39% fat, tub",349,0.23,37.98,1.52,0,,6,0.04,1,7,51,584,0.02,0.009,0.005,0,,,,,,1348,0,17.5,13.45,74.6,0.003,0.003,0.004,0.03,0.384,3,0.06,12.4,,5339
171421,"Oil, cocoa butter",884,0,100,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,1.8,24.7,0,0,0,0,0,0,0,0.3,,0
171422,"Vegetable oil, palm kernel",862,0,100,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,3.81,24.7,0,0,0,0,0,0,0,0.2,,0
171423,"Oil, poppyseed",884,0,100,0,0,,0,0,0,0,0,0,0,,,0,,,,,,0,0,,11.4,,0,0,0,0,0,0,0,,,0
171424,"Oil, tomatoseed",884,0,100,0,0,,0,0,0,0,0,0,0,,,0,,,,,,0,0,,3.8,,0,0,0,0,0,0,0,,,0
171425,"Oil, teaseed",884,0,100,0,0,,0,0,0,0,0,0,0,,,0,,,,,,0,0,,0,,0,0,0,0,0,0,0,,,0
171426,"Oil, soybean lecithin",763,0,100,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,8.18,183.9,0,0,0,0,0,0,0,350,,0
171427,"Oil, hazelnut",884,0,100,0,0,,0,0,0,0,0,0,0,,,0,,,,,,0,0,,47.2,,0,0,0,0,0,0,0,,,0
171428,"Oil, babassu",884,0,100,0,0,,0,0,0,0,0,0,0,,,0,,,,,,0,0,,19.1,,0,0,0,0,0,0,0,,,0
171429,"Oil, sheanut",884,0,100,0,0,,0,0,0,0,0,0,0,,,0,,,,,,0,0,,0,,0,0,0,0,0,0,0,,,0
171430,"Oil, PAM cooking spray, original",792,0.26,78.69,20.69,0,,0,0,0,0,0,59,0,0,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0
171431,"Margarine, margarine-like vegetable oil spread, 67-70% fat, tub",606,0.07,68.29,0.59,,,,,,,,536,,,,,,,,,,,,,13,,,,,,,,,,,3571
171432,"Margarine, 80% fat, tub, CANOLA HARVEST Soft Spread (canola, palm and palm kernel oils)",730,0.41,80.32,1.39,,,,,,,,714,,,,,,,,,,,,,26.63,,,,,,,,,,,
171433,"Oil, cooking and salad, ENOVA, 80% diglycerides",884,0,100,0,,,,,,,,0,,,,,,,,,,,,,21.64,,,,,,,,,,,
171442,"Oil, flaxseed, contains added sliced flaxseed",878,0.37,99.01,0.39,,,9,0.34,15,27,31,6,0.31,0.067,0.141,,,,,,,,,,0.71,3.3,,,,,,,,,,
171445,"Chicken, broiler, rotisserie, BBQ, breast, meat only",144,28.04,3.57,0,0,,13,0.46,25,246,284,328,0.87,0.041,,23.1,,,,,,5,0,0,0.32,0,0.081,0.131,9.634,,0.314,11,0.27,59.8,,17
171447,"Chicken, broilers or fryers, meat and skin, raw",215,18.6,15.06,0,0,,11,0.9,20,147,189,70,1.31,0.048,0.019,14.4,,,,,,41,1.6,0.2,0.3,1.5,0.06,0.12,6.801,0.91,0.35,6,0.31,59.7,,137
171452,"Chicken, broilers or fryers, skin only, raw",349,13.33,32.35,0,0,,11,1.08,13,100,103,63,0.93,0.041,0.019,12.3,,,,,,76,0,0.6,0,2.9,0.033,0.069,3.987,0.692,0.09,3,0.23,,,262
171456,"Chicken, gizzard, all classes, raw",94,17.66,2.06,0,0,,11,2.49,15,148,237,69,2.72,0.116,0.055,25.5,,,,,,19,3.7,,0.33,0,0.028,0.231,3.68,0.631,0.112,5,1.21,,,64
171458,"Chicken, heart, all classes, raw",153,15.55,9.33,0.71,0,,12,5.96,15,177,176,74,6.59,0.346,0.089,4.3,,,,,,9,3.2,,,,0.152,0.728,4.883,2.559,0.36,72,7.29,,,30
171463,"Chicken, broilers or fryers, dark meat, meat and skin, raw",237,16.69,18.34,0,0,,11,0.98,19,136,178,73,1.58,0.054,0.019,12.7,,,,,,49,0,,0.3,2.4,0.061,0.146,5.211,0.994,0.25,7,0.29,,,163
171464,"Chicken, broilers or fryers, light meat, meat only, raw",114,23.2,1.65,0,0,,12,0.73,27,187,239,68,0.97,0.04,0.018,17.8,,,,,,8,0,,0.22,2.4,0.068,0.092,10.604,0.822,0.54,4,0.38,,,27
171468,"Chicken, broilers or fryers, separable fat, raw",629,3.73,67.95,0,0,,7,0.7,6,54,64,32,0.45,0.029,0.014,9.7,,,,,,125,0,3.3,2.73,2.4,0.021,0.059,2.041,0.19,0.02,1,0.07,15.7,,509
171469,"Chicken, broilers or fryers, back, meat and skin, raw",319,14.05,28.74,0,0,,13,0.94,15,113,144,64,1.26,0.047,0.018,12.1,,,,,,75,1.6,,0.37,2.4,0.051,0.116,4.835,0.819,0.19,6,0.25,,,251
171474,"Chicken, broilers or fryers, breast, meat and skin, raw",172,20.85,9.25,0,0,,11,0.74,25,174,220,63,0.8,0.039,0.018,16.6,,,,,,24,0,0.4,0.27,0,0.063,0.085,9.908,0.804,0.53,4,0.34,67.1,,83
171480,"Turkey, whole, meat only, raw",115,22.64,1.93,0.14,0,,11,0.86,27,190,235,118,1.84,0.079,0.012,22.6,,,,,,9,0,0.2,0.09,0,0.05,0.192,8.1,0.844,0.652,7,1.24,60.2,,30
171482,"Turkey, whole, skin (light and dark), raw",407,12.96,38.93,0.16,0,,13,0.85,11,120,124,62,1.1,0.053,0.012,10.1,,,,,,85,0,1.1,0.09,0,0.021,0.11,3.905,0.495,0.166,4,0.88,36.7,,284
171484,"Turkey, all classes, heart, raw",140,16.7,7.44,0.4,0,,18,3.7,21,183,179,129,3.21,0.488,0.102,35.4,,,,,,82,3,0.4,0.31,0,0.165,1.13,6.44,3.12,0.479,,13.3,126.8,,305
171486,"Turkey, all classes, liver, raw",128,18.26,5.5,0,0,,20,8.94,24,279,214,131,3.37,0.863,0.296,68.7,,,,,,8058,24.5,1.3,0.24,0,0.206,2.247,11.233,6.28,1.04,677,19.73,221.8,,26901
171488,"Turkey, dark meat, meat and skin, raw",166,19.81,8.97,0.15,0,,11,1,22,166,208,113,2.32,0.085,0.014,20.2,,,,,,26,0,0.5,0.11,0,0.055,0.229,5.378,0.857,0.391,6,1.84,63.8,,86
171490,"Turkey, whole, light meat, raw",114,23.66,1.48,0.14,0,,11,0.73,28,201,242,113,1.28,0.07,0.011,22.7,,,,,,6,0,0.1,0.06,0,0.042,0.145,9.924,0.775,0.813,7,0.63,53,,20
171493,"Turkey, all classes, leg, meat and skin, raw",144,19.54,6.72,0,0,,17,1.72,21,177,273,74,3.09,0.142,0.022,26.4,,,,,,1,0,,,,0.077,0.211,2.947,1.09,0.34,10,0.39,,,3
171495,"Turkey, all classes, wing, meat and skin, raw",197,20.22,12.32,0,0,,14,1.26,21,165,240,55,1.54,0.077,0.017,22.4,,,,,,3,0,,,,0.05,0.11,4.425,0.554,0.41,7,0.39,,,11
